crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L12.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,12,13,12,True,3568.2,204,3385,2064,3777,277.3,-4.39,2718,4404,1866,7242,3
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L13.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,13,13,13,True,3986.0,0,3777,2231,4213,277.3,-4.39,2718,4404,1866,7242,6
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L01.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,1,14,1,True,343.9,191,112,2418,472,263.8,-4.55,2418,4266,2196,1350,6
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L02.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,2,14,2,True,601.3,214,472,2410,737,263.8,-4.55,2418,4266,2196,1350,6
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L03.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,3,14,3,True,873.1,246,737,2418,981,263.8,-4.55,2418,4266,2196,1350,4
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L04.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,4,14,4,True,1090.1,654,981,2418,1184,263.8,-4.55,2418,4266,2196,1350,3
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L05.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,5,14,5,True,1278.3,90,1184,2418,1416,263.8,-4.55,2418,4266,2196,1350,4
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L06.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,6,14,6,True,1555.4,284,1416,2133,1700,263.8,-4.55,2418,4266,2196,1350,4
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L07.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,7,14,7,True,1846.0,35,1700,2378,1977,263.8,-4.55,2418,4266,2196,1350,4
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L08.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,8,14,8,True,2109.8,84,1977,2349,2308,263.8,-4.55,2418,4266,2196,1350,3
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L09.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,9,14,9,True,2506.2,0,2308,2361,2606,263.8,-4.55,2418,4266,2196,1350,3
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L10.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,10,14,10,True,2707.2,225,2606,2023,2839,263.8,-4.55,2418,4266,2196,1350,3
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L11.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,11,14,11,True,2970.9,298,2839,2062,3074,263.8,-4.55,2418,4266,2196,1350,5
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L12.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,12,14,12,True,3177.1,0,3074,2300,3326,263.8,-4.55,2418,4266,2196,1350,5
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L13.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,13,14,13,True,3474.9,69,3326,2121,3610,263.8,-4.55,2418,4266,2196,1350,5
samples/ebl/YBC.7191/lines/YBC.7191__obverse__L14.jpg,YBC.7191__obverse,YBC.7191,OB,obverse,14,14,14,True,3746.2,38,3610,2243,4026,263.8,-4.55,2418,4266,2196,1350,6
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L01.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,1,19,1,True,234.6,199,58,1947,346,213.8,-2.97,2386,4216,2215,6775,5
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L02.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,2,19,2,True,457.9,179,346,2250,521,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L03.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,3,19,3,True,585.8,523,521,2293,686,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L04.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,4,19,4,True,787.5,165,686,2333,889,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L05.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,5,19,5,True,991.0,156,889,2348,1017,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L06.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,6,19,6,True,1043.2,131,1017,1965,1147,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L07.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,7,19,7,True,1251.0,772,1147,2330,1332,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L08.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,8,19,8,True,1413.1,121,1332,2284,1498,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L09.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,9,19,9,True,1584.6,96,1498,2257,1634,213.8,-2.97,2386,4216,2215,6775,2
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L10.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,10,19,10,True,1684.1,75,1634,1571,1792,213.8,-2.97,2386,4216,2215,6775,3
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L11.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,11,19,11,True,1900.6,752,1792,1616,2009,213.8,-2.97,2386,4216,2215,6775,2
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L12.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,12,19,12,True,2118.1,1486,2009,1978,2223,213.8,-2.97,2386,4216,2215,6775,1
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L13.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,13,19,13,True,2329.1,731,2223,2286,2441,213.8,-2.97,2386,4216,2215,6775,3
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L14.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,14,19,14,True,2554.7,916,2441,2332,2681,213.8,-2.97,2386,4216,2215,6775,4
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L15.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,15,19,15,True,2808.0,993,2681,1814,2919,213.8,-2.97,2386,4216,2215,6775,2
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L16.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,16,19,16,True,3031.4,618,2919,1962,3158,213.8,-2.97,2386,4216,2215,6775,3
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L17.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,17,19,17,True,3285.0,989,3158,2204,3482,213.8,-2.97,2386,4216,2215,6775,5
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L18.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,18,19,18,True,3679.2,0,3482,2126,3794,213.8,-2.97,2386,4216,2215,6775,7
samples/ebl/YBC.7191/lines/YBC.7191__reverse__L19.jpg,YBC.7191__reverse,YBC.7191,OB,reverse,19,19,19,True,3909.2,342,3794,2266,4115,213.8,-2.97,2386,4216,2215,6775,8
